Sample,Time,Decoder,Ann Row,Ann Class,Value,
9445817,94.458 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9446133,94.461 ms,USB packet,Packets,Packet: NAK,NAK,
9450217,94.502 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9450533,94.505 ms,USB packet,Packets,Packet: NAK,NAK,
9452601,94.526 ms,USB request,USB BULK IN,Bulk: Device-to-host,BULK in: [ 65 66 66 65 63 74 3A 66 6C 61 6E 67 65 72 0D 0A ] : ACK,
9452601,94.526 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9452917,94.529 ms,USB packet,Packets,Packet: NAK,NAK,
9457184,94.572 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9457502,94.575 ms,USB packet,Packets,Packet: NAK,NAK,
9457759,94.578 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9458075,94.581 ms,USB packet,Packets,Packet: NAK,NAK,
9461818,94.618 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9462134,94.621 ms,USB packet,Packets,Packet: NAK,NAK,
9462392,94.624 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9462709,94.627 ms,USB packet,Packets,Packet: NAK,NAK,
9467184,94.672 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9467501,94.675 ms,USB packet,Packets,Packet: NAK,NAK,
9467759,94.678 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9468076,94.681 ms,USB packet,Packets,Packet: NAK,NAK,
9472026,94.720 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
9472026,94.720 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9472351,94.724 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
9473201,94.732 ms,USB packet,Packets,Packet: ACK,ACK,
9473459,94.735 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9473775,94.738 ms,USB packet,Packets,Packet: NAK,NAK,
9474534,94.745 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9474851,94.749 ms,USB packet,Packets,Packet: NAK,NAK,
9476884,94.769 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9477200,94.772 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
9478009,94.780 ms,USB packet,Packets,Packet: ACK,ACK,
9478243,94.782 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9478557,94.786 ms,USB packet,Packets,Packet: NAK,NAK,
9479959,94.800 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9480277,94.803 ms,USB packet,Packets,Packet: NAK,NAK,
9480543,94.805 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9480868,94.809 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9481185,94.812 ms,USB packet,Packets,Packet: ACK,ACK,
9482526,94.825 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9482841,94.828 ms,USB packet,Packets,Packet: NAK,NAK,
9484476,94.845 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9484792,94.848 ms,USB packet,Packets,Packet: NAK,NAK,
9488984,94.890 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9489300,94.893 ms,USB packet,Packets,Packet: NAK,NAK,
9489559,94.896 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9489875,94.899 ms,USB packet,Packets,Packet: NAK,NAK,
9493826,94.938 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
9493826,94.938 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9494151,94.942 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
9495001,94.950 ms,USB packet,Packets,Packet: ACK,ACK,
9495259,94.953 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9495575,94.956 ms,USB packet,Packets,Packet: NAK,NAK,
9496334,94.963 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9496650,94.966 ms,USB packet,Packets,Packet: NAK,NAK,
9498543,94.985 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9498858,94.989 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
9499668,94.997 ms,USB packet,Packets,Packet: ACK,ACK,
9499901,94.999 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9500217,95.002 ms,USB packet,Packets,Packet: NAK,NAK,
9501209,95.012 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9501526,95.015 ms,USB packet,Packets,Packet: NAK,NAK,
9504059,95.041 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9504384,95.044 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9504702,95.047 ms,USB packet,Packets,Packet: ACK,ACK,
9504959,95.050 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9505275,95.053 ms,USB packet,Packets,Packet: NAK,NAK,
9506568,95.066 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9506885,95.069 ms,USB packet,Packets,Packet: NAK,NAK,
9508876,95.089 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9509192,95.092 ms,USB packet,Packets,Packet: NAK,NAK,
9510976,95.110 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9511292,95.113 ms,USB packet,Packets,Packet: NAK,NAK,
9513376,95.134 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9513692,95.137 ms,USB packet,Packets,Packet: NAK,NAK,
9515526,95.155 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
9515526,95.155 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9515851,95.159 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
9516701,95.167 ms,USB packet,Packets,Packet: ACK,ACK,
9516968,95.170 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9517285,95.173 ms,USB packet,Packets,Packet: NAK,NAK,
9518035,95.180 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9518350,95.184 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
9519159,95.192 ms,USB packet,Packets,Packet: ACK,ACK,
9520785,95.208 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9521110,95.211 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9521427,95.214 ms,USB packet,Packets,Packet: ACK,ACK,
9521693,95.217 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9522008,95.220 ms,USB packet,Packets,Packet: NAK,NAK,
9528675,95.287 ms,USB packet,Packets,Packet: SOF,SOF 1331,
9528993,95.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9529310,95.293 ms,USB packet,Packets,Packet: NAK,NAK,
9529576,95.296 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9529891,95.299 ms,USB packet,Packets,Packet: NAK,NAK,
9532226,95.322 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
9532226,95.322 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9532551,95.326 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
9533401,95.334 ms,USB packet,Packets,Packet: ACK,ACK,
9533660,95.337 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9533977,95.340 ms,USB packet,Packets,Packet: NAK,NAK,
9534735,95.347 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9535050,95.351 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
9535860,95.359 ms,USB packet,Packets,Packet: ACK,ACK,
9537176,95.372 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9537491,95.375 ms,USB packet,Packets,Packet: NAK,NAK,
9537760,95.378 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9538077,95.381 ms,USB packet,Packets,Packet: NAK,NAK,
9539785,95.398 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9540110,95.401 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9540425,95.404 ms,USB packet,Packets,Packet: ACK,ACK,
9540693,95.407 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9541009,95.410 ms,USB packet,Packets,Packet: NAK,NAK,
9542293,95.423 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9542611,95.426 ms,USB packet,Packets,Packet: NAK,NAK,
9544643,95.446 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9544959,95.450 ms,USB packet,Packets,Packet: NAK,NAK,
9546776,95.468 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9547092,95.471 ms,USB packet,Packets,Packet: NAK,NAK,
9549176,95.492 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9549492,95.495 ms,USB packet,Packets,Packet: NAK,NAK,
9551276,95.513 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9551592,95.516 ms,USB packet,Packets,Packet: NAK,NAK,
9554076,95.541 ms,USB request,USB SETUP,Setup: Host-to-device,SETUP out: [ 21 20 00 00 02 00 07 00 ][ 80 25 00 00 00 00 00 ] : ACK,
9554076,95.541 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9554401,95.544 ms,USB packet,Packets,Packet: DATA0,DATA0 [ 21 20 00 00 02 00 07 00 ],
9555250,95.552 ms,USB packet,Packets,Packet: ACK,ACK,
9555510,95.555 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9555826,95.558 ms,USB packet,Packets,Packet: NAK,NAK,
9556576,95.566 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9556893,95.569 ms,USB packet,Packets,Packet: NAK,NAK,
9558726,95.587 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9559051,95.591 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 80 25 00 00 00 00 00 ],
9559835,95.598 ms,USB packet,Packets,Packet: ACK,ACK,
9560093,95.601 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9560409,95.604 ms,USB packet,Packets,Packet: NAK,NAK,
9561143,95.611 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9561460,95.615 ms,USB packet,Packets,Packet: NAK,NAK,
9563735,95.637 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9564050,95.641 ms,USB packet,Packets,Packet: NAK,NAK,
9564310,95.643 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9564625,95.646 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9564968,95.650 ms,USB packet,Packets,Packet: ACK,ACK,
9566718,95.667 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9567034,95.670 ms,USB packet,Packets,Packet: NAK,NAK,
9568776,95.688 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9569091,95.691 ms,USB packet,Packets,Packet: NAK,NAK,
9571293,95.713 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9571609,95.716 ms,USB packet,Packets,Packet: NAK,NAK,
9573377,95.734 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9573693,95.737 ms,USB packet,Packets,Packet: NAK,NAK,
9574643,95.746 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 80 25 00 00 00 00 00 ] : ACK,
9574643,95.746 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9574968,95.750 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
9575817,95.758 ms,USB packet,Packets,Packet: ACK,ACK,
9576077,95.761 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9576392,95.764 ms,USB packet,Packets,Packet: NAK,NAK,
9577852,95.779 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9578167,95.782 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 80 25 00 00 00 00 00 ],
9578968,95.790 ms,USB packet,Packets,Packet: ACK,ACK,
9579202,95.792 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9579516,95.795 ms,USB packet,Packets,Packet: NAK,NAK,
9580477,95.805 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9580802,95.808 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9581117,95.811 ms,USB packet,Packets,Packet: ACK,ACK,
9582435,95.824 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9582752,95.828 ms,USB packet,Packets,Packet: NAK,NAK,
9584418,95.844 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9584734,95.847 ms,USB packet,Packets,Packet: NAK,NAK,
9588818,95.888 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9589134,95.891 ms,USB packet,Packets,Packet: NAK,NAK,
9589393,95.894 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9589709,95.897 ms,USB packet,Packets,Packet: NAK,NAK,
9593693,95.937 ms,USB request,USB SETUP,Setup: Host-to-device,SETUP out: [ 21 22 03 00 02 00 00 00 ][ ] : ACK,
9593693,95.937 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9594018,95.940 ms,USB packet,Packets,Packet: DATA0,DATA0 [ 21 22 03 00 02 00 00 00 ],
9594876,95.949 ms,USB packet,Packets,Packet: ACK,ACK,
9595143,95.951 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9595459,95.955 ms,USB packet,Packets,Packet: NAK,NAK,
9596202,95.962 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9596519,95.965 ms,USB packet,Packets,Packet: NAK,NAK,
9598510,95.985 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9598826,95.988 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9599168,95.992 ms,USB packet,Packets,Packet: ACK,ACK,
9599393,95.994 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9599709,95.997 ms,USB packet,Packets,Packet: NAK,NAK,
9601077,96.011 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9601393,96.014 ms,USB packet,Packets,Packet: NAK,NAK,
9604027,96.040 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9604343,96.043 ms,USB packet,Packets,Packet: NAK,NAK,
9606177,96.062 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9606493,96.065 ms,USB packet,Packets,Packet: NAK,NAK,
9608577,96.086 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9608893,96.089 ms,USB packet,Packets,Packet: NAK,NAK,
9610743,96.107 ms,USB request,USB SETUP,Setup: Host-to-device,SETUP out: [ 21 20 00 00 02 00 07 00 ][ 80 25 00 00 00 00 08 ] : ACK,
9610743,96.107 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9611068,96.111 ms,USB packet,Packets,Packet: DATA0,DATA0 [ 21 20 00 00 02 00 07 00 ],
9611919,96.119 ms,USB packet,Packets,Packet: ACK,ACK,
9612177,96.122 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9612494,96.125 ms,USB packet,Packets,Packet: NAK,NAK,
9613293,96.133 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9613618,96.136 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 80 25 00 00 00 00 08 ],
9614401,96.144 ms,USB packet,Packets,Packet: ACK,ACK,
9616385,96.164 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9616702,96.167 ms,USB packet,Packets,Packet: NAK,NAK,
9616960,96.170 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9617276,96.173 ms,USB packet,Packets,Packet: NAK,NAK,
9619152,96.192 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9619467,96.195 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9619810,96.198 ms,USB packet,Packets,Packet: ACK,ACK,
9620043,96.200 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9620359,96.204 ms,USB packet,Packets,Packet: NAK,NAK,
9621718,96.217 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9622035,96.220 ms,USB packet,Packets,Packet: NAK,NAK,
9628679,96.287 ms,USB packet,Packets,Packet: SOF,SOF 1332,
9629002,96.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9629318,96.293 ms,USB packet,Packets,Packet: NAK,NAK,
9629577,96.296 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9629893,96.299 ms,USB packet,Packets,Packet: NAK,NAK,
9631510,96.315 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 80 25 00 00 00 00 08 ] : ACK,
9631510,96.315 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
9631835,96.318 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
9632684,96.327 ms,USB packet,Packets,Packet: ACK,ACK,
9632944,96.329 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9633260,96.333 ms,USB packet,Packets,Packet: NAK,NAK,
9634019,96.340 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9634336,96.343 ms,USB packet,Packets,Packet: NAK,NAK,
9636327,96.363 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
9636643,96.366 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 80 25 00 00 00 00 08 ],
9637444,96.374 ms,USB packet,Packets,Packet: ACK,ACK,
9637677,96.377 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9637992,96.380 ms,USB packet,Packets,Packet: NAK,NAK,
9638927,96.389 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9639244,96.392 ms,USB packet,Packets,Packet: NAK,NAK,
9639510,96.395 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
9639835,96.398 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
9640152,96.402 ms,USB packet,Packets,Packet: ACK,ACK,
9641669,96.417 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9641984,96.420 ms,USB packet,Packets,Packet: NAK,NAK,
9643677,96.437 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9643994,96.440 ms,USB packet,Packets,Packet: NAK,NAK,
9646194,96.462 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9646509,96.465 ms,USB packet,Packets,Packet: NAK,NAK,
9648277,96.483 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9648594,96.486 ms,USB packet,Packets,Packet: NAK,NAK,
9650677,96.507 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9650992,96.510 ms,USB packet,Packets,Packet: NAK,NAK,
9652777,96.528 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9653093,96.531 ms,USB packet,Packets,Packet: NAK,NAK,
9657285,96.573 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9657603,96.576 ms,USB packet,Packets,Packet: NAK,NAK,
9657860,96.579 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9658176,96.582 ms,USB packet,Packets,Packet: NAK,NAK,
9661919,96.619 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9662235,96.622 ms,USB packet,Packets,Packet: NAK,NAK,
9662494,96.625 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9662810,96.628 ms,USB packet,Packets,Packet: NAK,NAK,
9666585,96.666 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9666902,96.669 ms,USB packet,Packets,Packet: NAK,NAK,
9667160,96.672 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9667475,96.675 ms,USB packet,Packets,Packet: NAK,NAK,
9671219,96.712 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9671535,96.715 ms,USB packet,Packets,Packet: NAK,NAK,
9671794,96.718 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9672110,96.721 ms,USB packet,Packets,Packet: NAK,NAK,
9675877,96.759 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9676193,96.762 ms,USB packet,Packets,Packet: NAK,NAK,
9676460,96.765 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9676777,96.768 ms,USB packet,Packets,Packet: NAK,NAK,
9681219,96.812 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9681535,96.815 ms,USB packet,Packets,Packet: NAK,NAK,
9681794,96.818 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9682110,96.821 ms,USB packet,Packets,Packet: NAK,NAK,
9685877,96.859 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9686193,96.862 ms,USB packet,Packets,Packet: NAK,NAK,
9686461,96.865 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9686777,96.868 ms,USB packet,Packets,Packet: NAK,NAK,
9690519,96.905 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9690834,96.908 ms,USB packet,Packets,Packet: NAK,NAK,
9691386,96.914 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9691703,96.917 ms,USB packet,Packets,Packet: NAK,NAK,
9696177,96.962 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9696494,96.965 ms,USB packet,Packets,Packet: NAK,NAK,
9696761,96.968 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9697076,96.971 ms,USB packet,Packets,Packet: NAK,NAK,
9700819,97.008 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9701134,97.011 ms,USB packet,Packets,Packet: NAK,NAK,
9701394,97.014 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9701711,97.017 ms,USB packet,Packets,Packet: NAK,NAK,
9706177,97.062 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9706494,97.065 ms,USB packet,Packets,Packet: NAK,NAK,
9706761,97.068 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9707075,97.071 ms,USB packet,Packets,Packet: NAK,NAK,
9710819,97.108 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9711134,97.111 ms,USB packet,Packets,Packet: NAK,NAK,
9711394,97.114 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9711711,97.117 ms,USB packet,Packets,Packet: NAK,NAK,
9715477,97.155 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9715795,97.158 ms,USB packet,Packets,Packet: NAK,NAK,
9716386,97.164 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9716701,97.167 ms,USB packet,Packets,Packet: NAK,NAK,
9720819,97.208 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9721135,97.211 ms,USB packet,Packets,Packet: NAK,NAK,
9721394,97.214 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9721710,97.217 ms,USB packet,Packets,Packet: NAK,NAK,
9728679,97.287 ms,USB packet,Packets,Packet: SOF,SOF 1333,
9729002,97.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9729319,97.293 ms,USB packet,Packets,Packet: NAK,NAK,
9729577,97.296 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9729894,97.299 ms,USB packet,Packets,Packet: NAK,NAK,
9732211,97.322 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9732527,97.325 ms,USB packet,Packets,Packet: NAK,NAK,
9734753,97.348 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9735068,97.351 ms,USB packet,Packets,Packet: NAK,NAK,
9736778,97.368 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9737095,97.371 ms,USB packet,Packets,Packet: NAK,NAK,
9739294,97.393 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9739611,97.396 ms,USB packet,Packets,Packet: NAK,NAK,
9741519,97.415 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9741836,97.418 ms,USB packet,Packets,Packet: NAK,NAK,
9743978,97.440 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9744294,97.443 ms,USB packet,Packets,Packet: NAK,NAK,
9746078,97.461 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9746395,97.464 ms,USB packet,Packets,Packet: NAK,NAK,
9748478,97.485 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9748793,97.488 ms,USB packet,Packets,Packet: NAK,NAK,
9750578,97.506 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9750894,97.509 ms,USB packet,Packets,Packet: NAK,NAK,
9752978,97.530 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9753294,97.533 ms,USB packet,Packets,Packet: NAK,NAK,
9757419,97.574 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9757736,97.577 ms,USB packet,Packets,Packet: NAK,NAK,
9757994,97.580 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9758311,97.583 ms,USB packet,Packets,Packet: NAK,NAK,
9762078,97.621 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9762395,97.624 ms,USB packet,Packets,Packet: NAK,NAK,
9762661,97.627 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9762976,97.630 ms,USB packet,Packets,Packet: NAK,NAK,
9766719,97.667 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9767034,97.670 ms,USB packet,Packets,Packet: NAK,NAK,
9767294,97.673 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9767611,97.676 ms,USB packet,Packets,Packet: NAK,NAK,
9771378,97.714 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9771693,97.717 ms,USB packet,Packets,Packet: NAK,NAK,
9771961,97.720 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9772277,97.723 ms,USB packet,Packets,Packet: NAK,NAK,
9776019,97.760 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9776336,97.763 ms,USB packet,Packets,Packet: NAK,NAK,
9776594,97.766 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9776911,97.769 ms,USB packet,Packets,Packet: NAK,NAK,
9781478,97.815 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 2,
9781794,97.818 ms,USB packet,Packets,Packet: NAK,NAK,
9782061,97.821 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
